NEA_GrantNumber,NEA_FiscalYear,NEA_Office,NEA_Grantee,NEA_GranteeWebsite,NEA_GranteeAddressLine1,NEA_GranteeAddressLine2,NEA_GranteeCity,NEA_GranteeState,NEA_GranteeZipcode,NEA_GranteeLatitude,NEA_GranteeLongitude
11-3200-7012,2011,Theater,Theater Breaking Through Barriers Corp. (aka: TBTB),www.tbtb.org,306 W. 18 St.,Apt. 3A,New York,NY,10011-4430,40.742334,-74.000935
11-3400-7010,2011,Media Arts,Facets Multimedia Incorporated,www.facets.org,1517 W. Fullerton,,Chicago,IL,60614-2096,41.925173,-87.666324
11-3300-7017,2011,Dance,Dance/USA,www.danceusa.org,"1111 16th Street, NW",Suite 300,Washington,DC,20036-4809,38.904031,-77.036518
11-4400-7011,2011,Museum,Trustees of the Walters Art Gallery (aka: The Walters Art Museum),www.thewalters.org,600 North Charles Street,,Baltimore,MD,21201-5118,39.295994,-76.615596
11-3100-7023,2011,Music,Santa Fe Chamber Music Festival Ltd.,www.sfcmf.org,PO Box 2227,,Santa Fe,NM,87504-2227,35.69052,-105.937928
11-3300-7018,2011,Dance,"Pascal Rioult Dance Theatre, Inc. (aka: RIOULT, RIOULT Dance New York)",www.rioult.org,"246 West 38th Street, Floor 4",,New York City,NY,10018-5805,40.754074,-73.990141
11-6200-7006,2011,Local Arts Agencies,"Queens Council on the Arts, Inc. (aka: QCA)",queenscouncilarts.org,One Forest Park at Oak Ridge,,Woodhaven,NY,11421-1166,40.69267,-73.856487
11-4400-7012,2011,Museum,"Drawing Center, Inc.",,35 Wooster Streer,,New York,NY,10013-5301,40.719781,-74.003405
11-3300-7019,2011,Dance,Visions In Rhythm (aka: Tapestry Dance Company),www.tapestry.org,2302 Western Trails Blvd.,,Austin,TX,78745-1635,30.230461,-97.794056
11-3100-7024,2011,Music,"Meet The Composer, Inc.",,"90 John Street, Suite 312",,New York,NY,10038-3202,40.708194,-74.006486
11-5200-7065,2011,Literature,Coffee House Press,www.coffeehousepress.org,79 Thirteenth Ave NE Suite 110,,Minneapolis,MN,55413-1070,44.999801,-93.27091
11-3400-7011,2011,Media Arts,Palm Springs International Film Society (aka: ShortFest),www.psfilmfest.org,1700 E. Tahquitz Canyon Way,Suite #3,Palm Springs,CA,92264-7158,33.823192,-116.526727
11-3600-7009,2011,Opera,Opera Theatre of Saint Louis,www.experienceopera.org,210 Hazel Avenue,,St. Louis,MO,63119-3236,38.587405,-90.343736
11-5400-7011,2011,Presenting,Ordway Center for the Performing Arts (aka: Ordway),,345 Washington Street,,Saint Paul,MN,55102-1419,44.945015,-93.097587
11-3100-7025,2011,Music,Bravo! Colorado at Vail-Beaver Creek (aka: Bravo! Vail),www.vailmusicfestival.org,2271 North Frontage Road West,Suite C,Vail,CO,81657-3920,39.628837,-106.420462
11-7200-7011,2011,Artist Communities,"Anderson Center for Interdisciplinary Studies, Inc. (aka: The Anderson Center)",,163 Tower View Drive,,Red Wing,MN,55066-1108,44.56948,-92.637569
11-5500-7010,2011,Folk & Traditional Arts,Northwest Heritage Resources,www.northwestheritageresources.org,3505 NE 187th St.,,Lake Forest Park,WA,98155-2733,47.7641,-122.291635
11-4100-7008,2011,Visual Arts,"Pewabic Society, Inc. (aka: Pewabic Pottery)",www.pewabic.org,10125 East Jefferson Avenue,,Detroit,MI,48214-3138,42.361529,-82.981114
11-3400-7012,2011,Media Arts,Austin Film Society,austinfilm.org,1901 E 51st St,,Austin,TX,78723-3040,30.301787,-97.695951
11-2800-7006,2011,Musical Theater,"San Francisco Mime Troupe, Inc. (aka: The Mime Troupe, SFMT)",www.sfmt.org,855 Treat Avenue,,San Francisco,CA,94110-2723,37.756513,-122.413374
11-5500-7011,2011,Folk & Traditional Arts,"Cultural Resources, Inc.",,PO Box 1175,,Rockport,ME,04856-1175,44.174099,-69.099039
11-3300-7020,2011,Dance,"Hubbard Street Dance Chicago, Inc. (aka: HSDC)",www.hubbardstreetdance.com,1147 W Jackson Blvd,,Chicago,IL,60607-2905,41.877828,-87.655768
11-4400-7013,2011,Museum,"Japan Society, Inc.",,333 East 47th Street,,New York,NY,10017-2313,40.752663,-73.969084
11-3300-7021,2011,Dance,"College Community Services, Inc. (aka: Brooklyn Center for the Performing Arts (BCBC)",www.brooklyncenteronline.org,2900 Bedford Avenue,Ste. 100PAC,Brooklyn,NY,11210-0163,40.631963,-73.952716
11-3100-7026,2011,Music,Manchester Craftsmen's Guild (aka: MCG Jazz),,1815 Metropolitan Street,,Pittsburgh,PA,15233-2233,40.45727,-80.031888
11-2800-7007,2011,Musical Theater,Skylight Opera Theatre Corp. (aka: Skylight Opera),www.skylightopera.com,158 North Broadway,,Milwaukee,WI,53202-6037,43.032156,-87.907049
11-3100-7027,2011,Music,"Roulette Intermedium, Inc. (aka: Roulette)",roulette.org,30 Third Avenue,#208,Brooklyn,NY,11217-1897,40.685852,-73.980362
11-3300-7022,2011,Dance,"Milwaukee Ballet Company, Inc. (aka: Milwaukee Ballet)",www.milwaukeeballet.org,504 W. National Ave.,,Milwaukee,WI,53204-1746,43.023242,-87.917014
11-4200-7003,2011,Design,openhousenewyork inc. (aka: OHNY),www.ohny.org,115 West 27th Street,9th floor,New York,NY,10001-6217,40.745686,-73.991566
11-3200-7013,2011,Theater,"Cornerstone Theater Company, Inc. (aka: Cornerstone)",www.cornerstonetheater.org,708 Traction Ave,,Los Angeles,CA,90013-1814,34.045675,-118.236421
11-3100-7028,2011,Music,"La Jolla Music Society (aka: formerly known as ""La Jolla ChamberMusic Soc)",www.LaJollaMusicSociety.org,7946 Ivanhoe Avenue,Suite 309,La Jolla,CA,92037-4518,32.848067,-117.27236
11-3300-7023,2011,Dance,Alonzo King's LINES Ballet (aka: Alonzo King LINES Ballet),,26 Seventh Street,,San Francisco,CA,94103-1508,37.780144,-122.412113
11-5500-7012,2011,Folk & Traditional Arts,Philadelphia Folklore Project,www.folkloreproject.org,735 S. 50th Street,,Philadelphia,PA,19143-3328,39.946914,-75.222092
11-3400-7013,2011,Media Arts,"San Francisco Film Society (aka: SFFS, or Film Society)",www.sffs.org,39 Mesa Street,"Suite 110, The Presidio",San Francisco,CA,94129-1025,37.798892,-122.456846
11-5500-7014,2011,Folk & Traditional Arts,Salt Lake Arts Council Foundation (aka: Salt Lake City Arts Council),www.slcgov.com/arts,54 Finch Lane,,Salt Lake City,UT,84102-1809,40.767908,-111.852841
11-3300-7024,2011,Dance,Dancers' Group,WWW.DANCERSGROUP.ORG,44 Gough Street,Suite 201,San Francisco,CA,94103-5423,37.772563,-122.421274
11-3100-7029,2011,Music,"Maverick Concerts, Inc.",www.maverickconcerts.org,P.O. Box 9,,Woodstock,NY,12498-0009,42.038704,-74.108549
11-3100-7030,2011,Music,Vocal Arts Society (aka: Vocal Arts DC),,1050 17th St. NW,Suite 1000,Washington,DC,20036-5513,38.903168,-77.038493
11-4100-7009,2011,Visual Arts,"Penland School of Crafts, Inc. (aka: Penland School of Crafts)",www.penland.org,67 Doras Trail,,Penland,NC,28765-0037,35.929014,-82.115713
11-3100-7032,2011,Music,Sonny Boy Blues Society,www.bluesandheritagefest.com,PO BOX 2398,,Helena-West Hele,AR,72342-0237,34.524365,-90.615235
11-5500-7015,2011,Folk & Traditional Arts,Michigan State University,www.museum.msu.edu,"426 Auditorium Road, Rm 2",Contracts & Grants Admin.,East Lansing,MI,48824-2601,42.726926,-84.485849
11-3100-7033,2011,Music,"Partners Achieving Success CDC, Inc. (aka: PAS)",www.hbcuchoirs-105voh.com,12302 Longwater Drive,,Bowie,MD,20721-2578,38.935062,-76.792406
11-5200-7068,2011,Literature,University of Hawaii at Manoa,,Office of Research Services,"2530 Dole St., Sakamaki D200",Honolulu,HI,96822-2225,21.307108,-157.828254
11-4400-7016,2011,Museum,New York University,,"665 Broadway, Suite 801",Office of Sponsored Programs,New York,NY,10012-2330,40.727055,-73.995377
11-5200-7069,2011,Literature,University of California Press Foundation,www.ucpress.edu/foundation,2120 Berkeley Way,,Berkeley,CA,94704-1012,37.873126,-122.267918
11-3300-7025,2011,Dance,Palissimo,WWW.PALISSIMO.COM,875 West 181st Street,Suite 5H,New York,NY,10033-4487,40.851482,-73.941405
11-4100-7010,2011,Visual Arts,516 ARTS,www.516arts.org,516 Central Avenue SW,,Albuquerque,NM,87102-3114,35.084734,-106.653078
11-4200-7004,2011,Design,Esperanza Community Housing Corporation (aka: Esperanza),http://www.esperanzacommunityhousing.org,2337 South Figueroa Street,,Los Angeles,CA,90007-2501,34.029682,-118.275126
11-4200-7005,2011,Design,"Groden Center, Inc.",www.grodencenter.org,610 Manton Avenue,,Providence,RI,02909-5633,41.827348,-71.46105
11-5500-7016,2011,Folk & Traditional Arts,Celtic Arts Foundation,www.CelticArts.org,1715 Lindsay Loop,,Mount Vernon,WA,98274-6199,48.409856,-122.296284
11-3400-7015,2011,Media Arts,"Rooftop Films, Inc. (aka: Rooftop Films)",www.rooftopfilms.com,232 Third Street,E103,Brooklyn,NY,11215-2700,40.674953,-73.987786
11-3100-7034,2011,Music,Cabrillo Festival of Contemporary Music (aka: Cabrillo Music Festival),www.cabrillomusic.org,"147 S. River Street, Suite 232",,Santa Cruz,CA,95060-4556,36.976162,-122.024157
11-3100-7035,2011,Music,Friends of the Minnesota Sinfonia (aka: Minnesota Sinfonia),,901 North Third Street,Suite 112,Minneapolis,MN,55401-1022,44.988868,-93.280967
11-4400-7017,2011,Museum,Boise Art Museum Incorporated (aka: Boise Art Museum),www.boiseartmuseum.org,670 Julia Davis Drive,,Boise,ID,83702-7646,43.609713,-116.206995
11-2800-7008,2011,Musical Theater,McCarter Theater (aka: McCarter Theatre Center),www.mccarter.org,91 University Place,,Princeton,NJ,08540-5121,40.3452,-74.660534
11-3300-7026,2011,Dance,Washington Ballet,www.washingtonballet.org,3515 Wisconsin Ave NW,,Washington,DC,20016-3010,38.936245,-77.073202
11-6200-7007,2011,Local Arts Agencies,"Arts & Business Council, Inc. (aka: Arts & Business Council of New York)",www.artsandbusiness-ny.org,"1 E. 53rd St., 3rd Fl.",,New York,NY,10022-4200,40.760353,-73.975647
11-3100-7036,2011,Music,Chorus America Association (aka: Chorus America),www.chorusamerica.org,"1156 15th Street, NW",Suite 310,Washington,DC,20005-1747,38.904854,-77.034582
11-3300-7027,2011,Dance,"Carolina Ballet, Inc. (aka: Carolina Ballet)",,3401-131 Atlantic Avenue,,Raleigh,NC,27604-1672,35.820664,-78.586086
11-3600-7010,2011,Opera,Dallas Opera,www.dallasopera.org,"2403 Flora St., Suite 500",,Dallas,TX,75201-2415,32.790752,-96.796635
11-6200-7008,2011,Local Arts Agencies,"Bronx Council on the Arts, Inc. (aka: BCA)",www.bronxarts.org,1738 Hone Avenue,,Bronx,NY,10461-1486,40.84806,-73.854046
11-4400-7019,2011,Museum,New Orleans Museum of Art (aka: NOMA),www.noma.org,P.O. Box 19123,1 Collins Diboll Circle,New Orleans,LA,70179-0123,29.971335,-90.089583
11-4100-7011,2011,Visual Arts,Center for Book Arts Incorporated (aka: The Center for Book Arts),www.centerforbookarts.org,28 W 27th Street,3rd Floor,New York,NY,10001-6906,40.744768,-73.989439
11-3300-7028,2011,Dance,"George Balanchine Foundation, Inc.",WWW.BALANCHINE.ORG,161 W 61st St.,Suite 1,New York,NY,10023-6913,40.771529,-73.986324
11-5200-7070,2011,Literature,"One Story, Incorporated (aka: One Story)",www.one-story.com,"232 3rd Street, #A108",,Brooklyn,NY,11215-2714,40.674953,-73.987786
11-3300-7029,2011,Dance,Complexions-A Concept In Dance (aka: Complexions Contemporary Ballet),www.complexionsdance.org,37 West 39th Street,Suite 401,New York,NY,10018-3886,40.752097,-73.983397
11-5500-7017,2011,Folk & Traditional Arts,Community Economic Development Center of Southeastern Mass (aka: CEDC),www.workingwaterfrontfestival.org,1285 Acushnet Avenue,,New Bedford,MA,02746-2020,41.6589,-70.927357
11-3400-7016,2011,Media Arts,"Media Arts Center San Diego (aka: Media Arts Center, MACSD)",,2921 El Cajon Blvd.,,San Diego,CA,92104-1204,32.75523,-117.131105
11-3100-7037,2011,Music,"Chamber Music America, Inc. (aka: CMA)",,UPS Box 458,243 Fifth Avenue,New York,NY,10016-8703,40.746666,-73.980389
11-3100-7038,2011,Music,Chorus America Association (aka: Chorus America),www.chorusamerica.org,"1156 15th Street, NW",Suite 310,Washington,DC,20005-1747,38.904854,-77.034582
11-5200-7071,2011,Literature,"Badgerdog Literary Publishing, Inc.",www.badgerdog.org,PO Box 302678,,Austin,TX,78703-0045,30.289482,-97.767264
11-3200-7015,2011,Theater,"Portland Stage Company, Inc. (aka: Portland Stage)",www.portlandstage.org,PO Box 1458,,Portland,ME,04104-1458,43.65828,-70.266644
11-3300-7031,2011,Dance,Dance Affiliates,www.danceaffiliates.org,4701 Bath Street #46B,,Philadelphia,PA,19137-2235,39.998996,-75.06591
11-3100-7039,2011,Music,"Philharmonic-Symphony Society of New York, Inc. (aka: The New York Philharmonic)",,Avery Fisher Hall,10 Lincoln Center Plaza,New York,NY,10023-6973,40.776517,-73.982642
11-3300-7032,2011,Dance,"E. Monte Motion, Inc. (aka: Elisa Monte Dance)",,"481 Eighth Avenue, Suite 543",,New York,NY,10001-1809,40.752267,-73.993432
11-4100-7013,2011,Visual Arts,"Dieu Donne Papermill, Inc. (aka: Dieu Donn̩)",www.dieudonne.org,315 West 36th Street,Suite 101,New York,NY,10018-6401,40.753665,-73.992939
11-4400-7021,2011,Museum,"Edmundson Art Foundation, Inc. (aka: Des Moines Art Center)",www.desmoinesartcenter.org,4700 Grand Avenue,,Des Moines,IA,50312-2099,41.584731,-93.681747
11-7200-7012,2011,Artist Communities,McColl Center for Visual Art,www.mccollcenter.org,721 North Tryon Street,,Charlotte,NC,28202-2221,35.232042,-80.836226
11-3300-7033,2011,Dance,Lula Washington Contemporary Dance Foundation (aka: Lula Washington Dance Theatre),www.lulawashington.org,3773 Crenshaw Blvd,,Los Angeles,CA,90016-5850,34.017725,-118.33536
11-3100-7040,2011,Music,Pacific Symphony (aka: Orange County's Pacific Symphony),www.pacificsymphony.org,3631 S. Harbor Blvd.,Suite 100,Santa Ana,CA,93704-8908,33.698775,-117.919414
11-3200-7016,2011,Theater,"InterAct, Inc. (aka: InterAct Theatre Company)",www.InterActTheatre.org,2030 Sansom Street,,Philadelphia,PA,19103-4527,39.95136,-75.174308
11-3400-7017,2011,Media Arts,"Indo-American Arts Council, Inc. (aka: IAAC)",iaac.us,"517 E. 87th Street, Suite 1B",,New York,NY,10128-7673,40.776415,-73.946137
11-3300-7034,2011,Dance,Houston Ballet Foundation,www.houstonballet.org,601 Preston Street,,Houston,TX,77002-1504,29.763525,-95.364683
11-3600-7012,2011,Opera,Central City Opera House Association (aka: Central City Opera),www.centralcityopera.org,400 S Colorado Boulevard,Suite 530,Denver,CO,80246-1255,39.709343,-104.940627
11-5400-7012,2011,Presenting,"Fund for Boston Neighborhoods, Inc. (aka: FBNI)",,P.O. Box 961555,,Boston,MA,02196-1555,42.348445,-71.054853
11-4100-7014,2011,Visual Arts,"Socrates Sculpture Park, Inc. (aka: Socrates Sculpture Park)",,P.O. Box 6259,32-01 Vernon Blvd.,Long Island City,NY,11106-0259,40.761634,-73.927884
11-4400-7022,2011,Museum,Aldrich Museum of Contemporary Art (aka: Aldrich Contemporary Art Museum),www.aldrichart.org,258 Main Street,,Ridgefield,CT,06877-4935,41.276867,-73.497778
11-5400-7013,2011,Presenting,Kahilu Theatre Foundation,www.kahilutheatre.org,PO Box 549,,Kamuela,HI,96743-0549,20.022507,-155.676133
11-5400-7014,2011,Presenting,Portland Ovations (aka: Formerly  Portland Concert Association),portlandovations.org,"50 Monument Square, Floor 2",,Portland,ME,04101-4039,43.65709,-70.258924
11-7200-7013,2011,Artist Communities,"Atlantic Center for the Arts, Inc.",www.atlanticcenterforthearts.org,1414 Art Center Avenue,,New Smyrna Beach,FL,32168-5560,29.070421,-80.961565
11-3400-7018,2011,Media Arts,Silent Film Festival (aka: San Francisco Silent Film Festival),www.silentfilm.org,833 Market Street,Suite 812,San Francisco,CA,94103-1828,37.784745,-122.407096
11-5400-7015,2011,Presenting,"Class Acts Arts, Inc.",www.classactsarts.org,8720 Georgia Avenue,Suite 303,Silver Spring,MD,20910-3614,38.997814,-77.030141
11-3100-7041,2011,Music,"Concert Artists Guild, Inc.",www.concertartists.org,850 Seventh Avenue,PH-A,New York,NY,10019-0026,40.763991,-73.981184
11-4100-7016,2011,Visual Arts,Project X Foundation for Art and Criticism (aka: X-TRA),http://www.x-traonline.org,PO Box 41-437,,Los Angeles,CA,90041-0437,34.13656,-118.206089
11-5200-7072,2011,Literature,Copper Canyon Press,www.coppercanyonpress.org,Post Office Box 271,,Port Townsend,WA,98368-0271,48.11254,-122.790358
11-7200-7014,2011,Artist Communities,Virginia Center for the Creative Arts (aka: VCCA),www.vcca.com,154 San Angelo Drive,,Amherst,VA,24521-3257,37.544894,-79.075846
11-3100-7043,2011,Music,"Yellow Barn, Inc. (aka: Yellow Barn)",www.yellowbarn.org,63 Main St,,Putney,VT,05346-8318,42.969967,-72.522392
11-5400-7016,2011,Presenting,"GALA Inc., Grupo de Artistas Latinoamericanos (aka: GALA Hispanic Theatre)",www.galatheatre.org,P.O. Box 43209,,Washington,DC,20010-9209,38.933171,-77.032748
11-3400-7019,2011,Media Arts,San Francisco Jewish Film Festival,,145 Ninth Street,,San Francisco,CA,94103-2637,37.775598,-122.413906
11-5500-7018,2011,Folk & Traditional Arts,"Stecoah Valley Arts, Crafts & Educational Center, Inc. (aka: Stecoah Valley Cultural Arts Center)",www.StecoahValleyCenter.com,121 Schoolhouse Road,,Robbinsville,NC,28771-9628,35.367984,-83.693488
11-3200-7018,2011,Theater,Oregon Children's Theatre Company (aka: Oregon Children's Theatre),www.octc.org,1939 NE Sandy Blvd,,Portland,OR,97232-2894,45.52581,-122.645731
11-3600-7013,2011,Opera,Washington National Opera (aka: WNO),www.dc-opera.org,"2700 F Street, NW",,Washington,DC,20566-0001,38.897346,-77.055069
11-3600-7014,2011,Opera,"Boston Baroque, Inc.",www.bostonbaroque.org,"10 Guest Street, Suite 290",,Boston,MA,02135-2066,42.357389,-71.148059
11-5200-7073,2011,Literature,Kenyon Review,www.kenyonreview.org,Finn House,102 W. Wiggin St.,Gambier,OH,43022-5000,40.340098,-82.348648
11-5500-7019,2011,Folk & Traditional Arts,Lensic Performing Arts Center Corporation (aka: The Lensic),www.lensic.org,211 W. San Francisco Street,,Santa Fe,NM,87501-2128,35.687551,-105.940672
11-4100-7017,2011,Visual Arts,"Lower East Side Printshop, Inc. (aka: Printshop)",printshop.org,306 West 37th Street,6th Floor,New York,NY,10018-4205,40.754301,-73.9926
11-5400-7017,2011,Presenting,Stuart's Opera House,www.stuartsoperahouse.org,PO Box 217,,Nelsonville,OH,45764-1133,39.460498,-82.232022
11-3100-7044,2011,Music,VocalEssence,www.vocalessence.org,1900 Nicollet Avenue,,Minneapolis,MN,55403-3746,44.963846,-93.277842
11-5400-7018,2011,Presenting,"Queens Theatre in the Park, Inc. (aka: Queens Theatre)",,14 United Nations Avenue south,Flushing Meadows Corona Park,Queens,NY,11368-0069,40.745423,-73.860584
11-4400-7024,2011,Museum,"Nevada Museum of Art, Inc. (aka: NMA)",,160 W. Liberty Street,,Reno,NV,89501-1916,39.521394,-119.813394
11-3300-7035,2011,Dance,Oberlin Dance Collective (aka: ODC/Dance),,351 Shotwell St.,,San Francisco,CA,94110-1324,37.762818,-122.416143
11-7200-7015,2011,Artist Communities,"Hambidge Center for Creative Arts & Sciences, Inc. (aka: The Hambidge Center)",,PO Box 339,,Rabun Gap,GA,30568-0339,34.947381,-83.402154
11-3100-7045,2011,Music,Chamber Music Society of Detroit,www.ComeHearCMSD.org,31731 Northwestern Highway,Suite 259W,Farmington Hills,MI,48334-1668,42.519263,-83.340922
11-3600-7015,2011,Opera,Cincinnati Opera Association (aka: Cincinnati Opera),,1243 Elm Street,,Cincinnati,OH,45202-7531,39.108928,-84.518286
11-3100-7046,2011,Music,Dolce Suono Chamber Music Concert Series (aka: Dolce Suono Ensemble),www.dolcesuono.com,135 N. 22nd St.,,Philadelphia,PA,19103-1046,39.957108,-75.175943
11-4400-7025,2011,Museum,Worcester Art Museum (aka: WAM),www.worcesterart.org,55 Salisbury Street,,Worcester,MA,01609-3123,42.27397,-71.802215
11-6200-7010,2011,Local Arts Agencies,Maine Arts Commission,,193 State Street,25 State House Station,Augusta,ME,04333-0025,44.308117,-69.780594
11-4100-7018,2011,Visual Arts,Sheldon Arts Foundation (aka: The Sheldon),www.thesheldon.org,3648 Washington Boulevard,,St. Louis,MO,63108-3610,38.639754,-90.232496
11-5200-7075,2011,Literature,Ohio University Main Campus,www.ohio.edu,Research & Sponsored Programs,105 Research & Technology Ctr.,Athens,OH,45701-2979,39.322767,-82.097344
11-5200-7076,2011,Literature,Graywolf Press,www.graywolfpress.org,250 Third Avenue North,Suite 600,Minneapolis,MN,55401-1637,44.983822,-93.273451
11-3400-7021,2011,Media Arts,Ohio University Main Campus,,Research & Sponsored Programs,105 Research & Technology Ctr.,Athens,OH,45701-2979,39.322767,-82.097344
11-3300-7036,2011,Dance,Columbia College Chicago,www.colum.edu,600 S. Michigan Avenue,,Chicago,IL,60605-1996,41.874467,-87.624319
11-3200-7019,2011,Theater,"Robert W. Woodruff Arts Center, Inc.",www.alliancetheatre.org,1280 Peachtree Street NE,Suite 4074,Atlanta,GA,30309-3502,33.789802,-84.384613
11-4200-7007,2011,Design,Southern California Institute of Architecture,www.sciarc.edu,960 E. 3rd Street,,Los Angeles,CA,90013-1822,34.045994,-118.233681
11-3100-7047,2011,Music,Columbia University in the City of New York,www.millertheatre.com,"615 West 131st Street, MC 8725",Sponsored Projects Admin.,New York,NY,10027-8725,40.81786,-73.957612
11-4400-7026,2011,Museum,Rhode Island School of Design (aka: RISD),www.risdmuseum.org,2 College Street,,Providence,RI,02903-2717,41.825426,-71.408427
11-5200-7077,2011,Literature,"Red Hen Press, Inc.",www.redhen.org,"1335 N. Lake Ave., Suite 200",,Pasadena,CA,91104-2857,34.168846,-118.132253
11-3100-7048,2011,Music,"Bang on a Can, Inc. (aka: Bang on a Can)",www.bangonacan.org,"80 Hanson Place, Suite 701",,Brooklyn,NY,11217-2995,40.685491,-73.974377
11-3600-7016,2011,Opera,Santa Fe Opera,www.santafeopera.org,Post Office Box 2408,,Santa Fe,NM,87504-2408,35.69052,-105.937928
11-3300-7037,2011,Dance,Chicago Dancing Company NFP (aka: Chicago Dancing Festival),www.chicagodancingfestival.com,P.O. Box 101043,,Chicago,IL,60610-8900,41.898323,-87.642975
